"fips","name","population","population18To34","population18To34_me","population18To34_p","population18To34_pme","white","white_me","white_p","white_pme","minority","minority_me","minority_p","minority_pme","neverMarried","neverMarried_me","neverMarried_p","neverMarried_pme","liveAlone","liveAlone_me","liveAlone_p","liveAlone_pme","educationBachelor","educationBachelor_me","educationBachelor_p","educationBachelor_pme","civilian","veteran","veteran_me","veteran_p","veteran_pme","foreignBorn","foreignBorn_me","foreignBorn_p","foreignBorn_pme","otherLanguage","otherLanguage_me","otherLanguage_p","otherLanguage_pme","medianEarnings","medianEarnings_me","povertyUniverse","poverty","poverty_me","poverty_p","poverty_pme","employed","employed_me","employed_p","employed_pme","commuter","droveToWork","droveToWork_me","droveToWork_p","droveToWork_pme","liveWithParent","liveWithParent_me","liveWithParent_p","liveWithParent_pme"
"13","Georgia","5463105","1660629","4745","30.4",".10000","1168826","4231","70.3999999994412",".20000","491803","2953","29.5999999998603",".20000","615001","3261","37",".20000","105793","1422","6.39999999996508",".10000","235350","2095","14.1999999999534",".10000","1602155","154909","1712","9.69999999995343",".10000","35679","2078","2.09999999997672",".10000","56927","1397","3.39999961853027",".10000","32128","","1494317","248889","3227","16.6999969482422",".20000","1178412","4243","71",".20000","1152808","1020361","4691","88.5",".20000","361627","2565","21.7999999998137",".10000"
"15","Hawaii","964691","322166","2045","33.4",".20000","122952","1446","38.1999999997206",".40000","199214","1755","61.7999999998137",".40000","152508","1582","47.2999999998137",".40000","17221","574","5.29999999998836",".20000","57485","1026","17.7999999998137",".30000","273429","26919","714","9.79999999993015",".30000","44146","2265","13.6999999999534",".70000","62106","1419","19.2999877929688",".40000","31147","","264165","33670","1194","12.6999969482422",".40000","242537","1881","75.2999999998137",".30000","235327","176489","1956","75",".50000","78165","1183","24.2999999998137",".30000"
"16","Idaho","943935","278100","1792","29.5",".20000","258552","1753","93",".20000","19548","560","7",".20000","87458","1140","31.3999999999069",".40000","19850","564","7.09999999997672",".20000","38562","778","13.8999999999069",".30000","273060","28747","675","10.5",".20000","8588","1018","3.09999999997672",".40000","19412","761","7",".30000","35172","","248743","35057","1216","14.0999984741211",".50000","187242","1568","67.2999999998137",".40000","182360","149649","1566","82.0999999996275",".40000","39224","785","14.0999999999767",".30000"
"17","Illinois","11426518","3360026","6232","29.4",".10000","2564348","5706","76.2999999998137",".10000","795678","3481","23.6999999999534",".10000","1468430","4577","43.6999999997206",".10000","277564","2106","8.29999999993015",".10000","570519","2979","17",".10000","3329475","285104","2133","8.59999999997672",".10000","261596","5579","7.79999999998836",".20000","391954","3395","11.6999969482422",".10000","41288","","3045984","374117","3983","12.2999954223633",".10000","2312442","5495","68.7999999998137",".10000","2249156","1759167","5385","78.1999999992549",".10000","846309","3582","25.1999999999534",".10000"
"18","Indiana","5490224","1611116","4317","29.3",".10000","1445162","4175","89.6999999992549",".10000","165954","1623","10.2999999999302",".10000","587389","2930","36.5",".20000","110353","1331","6.79999999998836",".10000","204474","1795","12.6999999999534",".10000","1604903","156739","1579","9.79999999993015",".10000","29960","1905","1.89999999999418",".10000","69059","1441","4.29999923706055",".10000","37296","","1450713","159654","2607","11",".20000","1091254","3783","67.6999999992549",".10000","1057995","954243","3919","90.1999999992549",".10000","339865","2285","21.0999999998603",".10000"
"19","Iowa","2913808","836070","3124","28.7",".10000","805596","3089","96.3999999994412",".10000","30474","703","3.59999999997672",".10000","319481","2158","38.1999999997206",".20000","66720","1033","8",".10000","126689","1409","15.1999999999534",".20000","835077","79987","1129","9.59999999997672",".10000","14202","1312","1.69999999999709",".20000","28163","921","3.39999961853027",".10000","36910","","739785","85393","1906","11.5",".20000","600001","2793","71.7999999998137",".20000","586582","486094","2809","82.8999999994412",".20000","149480","1524","17.8999999999069",".20000"
"20","Kansas","2363679","701003","2841","29.7",".10000","622736","2740","88.7999999998137",".20000","78267","1113","11.1999999999534",".20000","255191","1930","36.3999999999069",".20000","59351","973","8.5",".10000","118190","1356","16.8999999999069",".20000","680807","68490","1043","10.0999999999767",".10000","18271","1486","2.59999999997672",".20000","37856","1065","5.39999771118164",".10000","35157","","617218","70136","1727","11.3999938964844",".30000","514128","2566","73.2999999998137",".20000","504328","439716","2641","87.1999999992549",".20000","114967","1338","16.3999999999069",".20000"
"21","Kentucky","3660777","1076136","3848","29.4",".10000","977375","3736","90.7999999998137",".10000","98761","1368","9.19999999995343",".10000","357862","2508","33.2999999998137",".20000","54466","1022","5.09999999997672",".10000","122176","1517","11.3999999999069",".10000","1045092","92911","1328","8.89999999990687",".10000","13323","1271","1.19999999999709",".10000","25848","943","2.39999961853027",".10000","33582","","979533","178664","2729","18.1999969482422",".30000","694362","3311","64.5",".20000","677159","598988","3645","88.5",".20000","234080","2066","21.7999999998137",".20000"
"22","Louisiana","4205900","1276113","4162","30.3",".10000","865998","3660","67.8999999994412",".20000","410115","2685","32.0999999996275",".20000","485719","2893","38.0999999996275",".20000","83872","1266","6.59999999997672",".10000","170598","1786","13.3999999999069",".10000","1254614","110862","1450","8.79999999993015",".10000","32140","1971","2.5",".20000","102538","1861","8",".10000","35421","","1167931","214177","2985","18.2999877929688",".20000","831156","3605","65.0999999996275",".20000","810439","718136","3974","88.5999999996275",".20000","300380","2331","23.5",".20000"
"23","Maine","1124660","319444","1935","28.4",".20000","313718","1924","98.1999999992549",".10000","5726","305","1.79999999998836",".10000","120108","1325","37.5999999996275",".30000","19370","558","6.09999999997672",".20000","44805","839","14",".20000","311818","33838","733","10.8999999999069",".20000","7503","953","2.29999999998836",".30000","27602","905","8.59999847412109",".30000","31108","","278829","41957","1331","15",".40000","218307","1697","68.2999999998137",".30000","212505","178403","1710","84",".40000","62325","982","19.5",".30000"
"24","Maryland","4216975","1277929","4166","30.3",".10000","918819","3742","71.8999999994412",".20000","359110","2530","28.0999999998603",".20000","578923","3119","45.2999999998137",".20000","90640","1315","7.09999999997672",".10000","232392","2068","18.1999999999534",".20000","1245228","119638","1505","9.59999999997672",".10000","58806","2657","4.59999999997672",".20000","78084","1629","6.09999847412109",".10000","37233","","1138821","127315","2327","11.1999969482422",".20000","930516","3759","72.7999999998137",".20000","909427","747888","4039","82.1999999992549",".20000","341066","2471","26.6999999999534",".20000"
"25","Massachusetts","5737037","1718898","4843","30",".10000","1572092","4716","91.5",".10000","146806","1669","8.5",".10000","892247","3831","51.8999999999069",".20000","129080","1568","7.5",".10000","373240","2607","21.6999999999534",".10000","1706058","133644","1595","7.79999999998836",".10000","121625","3807","7.09999999997672",".20000","176896","2437","10.2999954223633",".10000","36198","","1483123","180180","2766","12.0999984741211",".20000","1237158","4348","72",".20000","1208190","944000","4573","78.0999999996275",".20000","493756","2965","28.6999999999534",".20000"
"26","Michigan","9262078","2773140","5640","29.9",".10000","2323763","5338","83.7999999998137",".10000","449377","2646","16.1999999999534",".10000","1170155","4091","42.1999999997206",".10000","192951","1759","7",".10000","375761","2429","13.5999999999767",".10000","2763372","260007","2034","9.39999999990687",".10000","90812","3309","3.29999999998836",".10000","144585","2082","5.19999694824219",".10000","43713","","2493888","332000","3746","13.2999954223633",".10000","1770202","4842","63.7999999998137",".10000","1712828","1541254","5003","90",".10000","671741","3194","24.1999999999534",".10000"
"27","Minnesota","4075970","1232856","3752","30.2",".10000","1182862","3707","95.8999999994412",".10000","49994","899","4.09999999997672",".10000","535325","2759","43.3999999999069",".20000","103989","1288","8.39999999990687",".10000","213600","1820","17.2999999998137",".10000","1230610","124677","1407","10.0999999999767",".10000","26818","1801","2.19999999998254",".10000","47582","1197","3.89999961853027",".10000","37912","","1083955","111938","2185","10.2999954223633",".20000","915982","3410","74.2999999998137",".20000","890505","720564","3400","80.8999999994412",".20000","245392","1943","19.8999999999069",".10000"
"28","Mississippi","2520638","706777","3148","28",".10000","451694","2688","63.8999999999069",".30000","255083","2114","36.0999999996275",".30000","265996","2153","37.5999999996275",".30000","32001","785","4.5",".10000","86697","1277","12.2999999999302",".20000","688624","50648","983","7.39999999996508",".10000","8963","1043","1.29999999998836",".10000","17652","779","2.5",".10000","29598","","644818","145455","2451","22.5999908447266",".30000","458211","2703","64.7999999998137",".30000","447702","409699","3016","91.5",".20000","176318","1787","24.8999999999069",".20000"
"29","Missouri","4916686","1387795","4038","28.2",".10000","1204257","3858","86.7999999998137",".10000","183538","1701","13.1999999999534",".10000","527084","2776","38",".20000","102439","1281","7.39999999996508",".10000","209253","1811","15.0999999999767",".10000","1369878","141792","1501","10.3999999999069",".10000","24706","1730","1.79999999998836",".10000","45749","1175","3.29999923706055",".10000","34721","","1255096","162261","2623","12.8999938964844",".20000","974805","3577","70.1999999992549",".20000","954760","840443","3685","88",".10000","307214","2171","22.0999999998603",".10000"
"30","Montana","786690","236909","1796","30.1",".20000","220305","1758","93",".20000","16604","563","7",".20000","86814","1227","36.5999999996275",".40000","20727","627","8.69999999995343",".30000","39460","855","16.6999999999534",".30000","232931","26090","701","11.1999999999534",".30000","3755","675","1.59999999999127",".30000","11052","614","4.69999694824219",".30000","34987","","209486","30354","1131","14.5",".50000","156974","1565","66.2999999998137",".40000","153570","118236","1632","77",".60000","37287","832","15.6999999999534",".30000"
"31","Nebraska","1569825","460030","2307","29.3",".10000","428465","2258","93.0999999996275",".20000","31565","712","6.89999999996508",".20000","177692","1606","38.5999999996275",".30000","40722","806","8.89999999990687",".20000","76191","1089","16.5999999998603",".20000","451525","43935","836","9.69999999995343",".20000","9188","1055","2",".20000","19689","769","4.29999923706055",".20000","34622","","410636","44776","1381","10.8999938964844",".30000","343815","2097","74.6999999992549",".30000","337696","280707","2119","83.0999999996275",".30000","81007","1122","17.5999999998603",".20000"
"32","Nevada","800493","250673","1832","31.3",".20000","204357","1722","81.5",".30000","46316","922","18.5",".30000","94396","1274","37.6999999997206",".40000","25363","692","10.0999999999767",".30000","31510","768","12.5999999999767",".30000","242846","30179","752","12.3999999999069",".30000","17786","1455","7.09999999997672",".60000","25366","922","10.0999984741211",".40000","35253","","219332","20567","937","9.39999389648438",".40000","192637","1688","76.7999999998137",".40000","187792","165485","1866","88.0999999996275",".40000","40297","863","16.0999999998603",".30000"
"33","New Hampshire","920610","277333","1781","30.1",".20000","272015","1771","98.0999999996275",".10000","5318","294","1.89999999999418",".10000","111795","1268","40.2999999998137",".40000","18784","549","6.79999999998836",".20000","47760","861","17.1999999999534",".30000","273893","28988","678","10.5999999999767",".20000","8264","999","3",".40000","20130","774","7.29999923706055",".30000","33758","","238770","22218","975","9.29999542236328",".40000","205999","1618","74.2999999998137",".30000","201217","174137","1659","86.5",".30000","54614","917","19.6999999999534",".30000"
"34","New Jersey","7364823","2008926","5335","27.3",".10000","1554808","4889","77.3999999994412",".10000","454118","2881","22.5999999998603",".10000","965882","4044","48.0999999996275",".20000","124701","1545","6.19999999995343",".10000","383895","2663","19.0999999998603",".10000","1988362","156497","1728","7.89999999996508",".10000","185339","4691","9.19999999995343",".20000","286973","3091","14.2999954223633",".10000","38587","","1848781","210557","2994","11.3999938964844",".20000","1391902","4690","69.2999999998137",".10000","1356386","1125770","5029","83",".20000","668968","3442","33.2999999998137",".10000"
"35","New Mexico","1302894","396455","2318","30.4",".20000","205380","1836","51.7999999998137",".40000","191075","1782","48.1999999997206",".40000","144998","1585","36.5999999996275",".30000","29950","755","7.59999999997672",".20000","55197","1015","13.8999999999069",".20000","383997","40929","879","10.6999999999534",".20000","18854","1504","4.79999999998836",".40000","157881","2192","39.7999877929688",".50000","32284","","360745","69901","1703","19.3999938964844",".40000","261140","2017","65.8999999994412",".30000","254882","221482","2208","86.8999999994412",".30000","81851","1223","20.5999999998603",".30000"
"36","New York","17558072","4935549","8314","28.1",".00000","3623274","7485","73.3999999994412",".10000","1312275","4864","26.5999999998603",".10000","2491680","6454","50.5",".10000","413407","2804","8.39999999990687",".10000","938977","4161","19",".10000","4912643","360559","2623","7.29999999998836",".10000","613920","8494","12.3999999999069",".20000","918054","5490","18.5999908447266",".10000","36898","","4429260","727431","5529","16.3999938964844",".10000","3184204","7127","64.5",".10000","3100076","1880385","6673","60.6999999997206",".10000","1472795","5127","29.7999999998137",".10000"
"37","North Carolina","5881766","1786693","4923","30.4",".10000","1322854","4470","74",".10000","463839","2885","26",".10000","686898","3438","38.3999999999069",".20000","104777","1416","5.89999999996508",".10000","231023","2079","12.8999999999069",".10000","1698042","156573","1723","9.19999999995343",".10000","30417","1920","1.69999999999709",".10000","57650","1406","3.19999885559082",".10000","29536","","1571312","236949","3157","15.0999984741211",".20000","1294163","4435","72.3999999994412",".10000","1270303","1143690","4943","90",".10000","389822","2663","21.7999999998137",".10000"
"38","North Dakota","652717","200719","1508","30.8",".20000","191297","1488","95.2999999998137",".20000","9422","390","4.69999999995343",".20000","80696","1076","40.1999999997206",".40000","16024","506","8",".20000","31997","706","15.8999999999069",".30000","191914","19538","557","10.1999999999534",".30000","3286","631","1.59999999999127",".30000","11330","582","5.59999847412109",".30000","33791","","173236","21129","947","12.1999969482422",".50000","142742","1351","71.0999999996275",".40000","140343","108512","1328","77.2999999998137",".50000","31905","705","15.8999999999069",".30000"
"39","Ohio","10797630","3138286","6037","29.1",".10000","2755180","5796","87.7999999998137",".10000","383106","2460","12.1999999999534",".10000","1244875","4246","39.6999999997206",".10000","235761","1943","7.5",".10000","428607","2596","13.6999999999534",".10000","3129495","308751","2216","9.89999999990687",".10000","67674","2862","2.19999999998254",".10000","139030","2044","4.39999771118164",".10000","38348","","2876706","349412","3850","12.0999984741211",".10000","2101454","5264","67",".10000","2036870","1816295","5425","89.1999999992549",".10000","758829","3399","24.1999999999534",".10000"
"40","Oklahoma","3025290","876277","3482","29",".10000","737314","3296","84.0999999996275",".20000","138963","1607","15.8999999999069",".20000","274379","2205","31.2999999998137",".20000","65656","1119","7.5",".10000","129925","1556","14.7999999999302",".20000","852167","92522","1322","10.8999999999069",".10000","25546","1756","2.89999999999418",".20000","46088","1254","5.29999923706055",".10000","34541","","787445","112779","2182","14.2999954223633",".30000","617818","3095","70.5",".20000","605061","548892","3452","90.6999999992549",".20000","140837","1617","16.0999999998603",".20000"
"41","Oregon","2633105","811072","3307","30.8",".10000","748053","3230","92.1999999992549",".10000","63019","1095","7.79999999998836",".10000","302306","2283","37.2999999998137",".20000","76605","1204","9.39999999990687",".10000","136419","1588","16.7999999998137",".20000","808806","97988","1356","12.0999999999767",".20000","33788","2015","4.19999999995343",".20000","50125","1305","6.19999694824219",".20000","39314","","705839","96157","2015","13.5999984741211",".30000","550924","2913","67.8999999994412",".20000","537354","439302","3115","81.7999999998137",".30000","118254","1483","14.5999999999767",".20000"
"42","Pennsylvania","11863895","3292878","6241","27.8",".10000","2916153","6001","88.5999999996275",".10000","376725","2444","11.3999999999069",".10000","1482164","4608","45",".10000","213261","1852","6.5",".10000","499886","2800","15.1999999999534",".10000","3284125","302084","2195","9.19999999995343",".10000","77870","3069","2.39999999999418",".10000","168452","2248","5.09999847412109",".10000","36554","","2983902","389363","4063","13",".10000","2175658","5393","66.0999999996275",".10000","2124440","1725292","5360","81.1999999992549",".10000","963479","3807","29.2999999998137",".10000"
"44","Rhode Island","947154","275097","1950","29",".20000","255904","1908","93",".20000","19193","605","7",".20000","132950","1492","48.2999999998137",".40000","18341","592","6.69999999995343",".20000","45956","923","16.6999999999534",".30000","270320","24788","686","9.19999999995343",".20000","20155","1550","7.29999999998836",".50000","31210","1022","11.2999954223633",".40000","33492","","240755","30620","1140","12.6999969482422",".40000","196266","1741","71.2999999998137",".40000","190177","162454","1889","85.3999999994412",".40000","79468","1191","28.8999999999069",".40000"
"45","South Carolina","3121820","963488","3603","30.9",".10000","653119","3172","67.7999999998137",".20000","310369","2334","32.1999999997206",".20000","379863","2550","39.3999999999069",".20000","48083","960","5",".10000","119121","1494","12.3999999999069",".10000","911325","87751","1289","9.59999999997672",".10000","17159","1442","1.79999999998836",".10000","30840","1028","3.19999885559082",".10000","30439","","851899","144979","2462","17",".30000","682401","3223","70.7999999998137",".20000","667841","598285","3581","89.5999999996275",".20000","232457","2047","24.0999999998603",".20000"
"46","South Dakota","690768","197201","1519","28.5",".20000","181740","1481","92.1999999992549",".20000","15461","497","7.79999999998836",".20000","76942","1058","39",".40000","15506","498","7.89999999996508",".20000","28530","669","14.5",".30000","192379","18466","542","9.59999999997672",".30000","2230","520","1.09999999999127",".30000","11241","580","5.69999694824219",".30000","30842","","171679","29289","1109","17.0999908447266",".60000","139628","1351","70.7999999998137",".40000","137155","104253","1313","76",".50000","32488","712","16.5",".30000"
"47","Tennessee","4591120","1344650","4304","29.3",".10000","1103488","4041","82.0999999996275",".10000","241162","2110","17.8999999999069",".10000","471550","2871","35.0999999996275",".20000","81378","1248","6.09999999997672",".10000","179825","1835","13.3999999999069",".10000","1323670","125133","1540","9.5",".10000","18333","1491","1.39999999999418",".10000","34527","1089","2.59999847412109",".10000","32059","","1226994","204727","2928","16.6999969482422",".20000","911490","3773","67.7999999998137",".20000","890810","814388","4215","91.3999999994412",".20000","304067","2352","22.5999999998603",".20000"
"48","Texas","14229191","4417579","7704","31",".10000","2865875","6678","64.8999999994412",".10000","1551704","5190","35.0999999996275",".10000","1557638","5199","35.2999999998137",".10000","355009","2597","8",".10000","686415","3568","15.5",".10000","4297212","413620","2797","9.59999999997672",".10000","334660","6308","7.59999999997672",".10000","1031341","5756","23.2999877929688",".10000","35307","","3985864","569842","4897","14.2999954223633",".10000","3210906","6960","72.6999999992549",".10000","3141253","2837508","7762","90.2999999998137",".10000","848458","3943","19.1999999999534",".10000"
"49","Utah","1461037","457958","2269","31.3",".20000","419666","2213","91.5999999996275",".20000","38292","781","8.39999999990687",".20000","156058","1511","34.0999999996275",".30000","24806","632","5.39999999996508",".10000","70282","1047","15.2999999999302",".20000","452935","38441","783","8.5",".20000","17761","1462","3.89999999999418",".30000","38681","1071","8.39999389648438",".20000","37735","","405929","49049","1442","12.0999984741211",".30000","308666","1996","67.3999999994412",".30000","303073","262168","2047","86.5",".30000","75715","1084","16.5",".20000"
"50","Vermont","511456","157583","1336","30.8",".30000","154827","1329","98.2999999998137",".10000","2756","212","1.69999999999709",".10000","68884","988","43.6999999997206",".50000","11276","425","7.19999999995343",".30000","28805","667","18.2999999998137",".40000","157385","14118","474","9",".30000","4203","712","2.69999999998254",".50000","8096","493","5.09999847412109",".30000","31838","","129698","19653","910","15.1999969482422",".70000","109080","1185","69.1999999992549",".50000","106017","85531","1178","80.6999999992549",".50000","27621","654","17.5",".40000"
"51","Virginia","5346818","1671332","4731","31.3",".10000","1297005","4375","77.5999999996275",".10000","374327","2604","22.3999999999069",".10000","691314","3425","41.3999999999069",".20000","120007","1512","7.19999999995343",".10000","295688","2333","17.6999999999534",".10000","1566551","156790","1722","10",".10000","63971","2774","3.79999999998836",".20000","88389","1735","5.29999923706055",".10000","33827","","1439008","185408","2801","12.8999938964844",".20000","1211473","4273","72.5",".20000","1189060","1008334","4658","84.7999999998137",".20000","350233","2525","21",".10000"
"53","Washington","4132156","1298787","4165","31.4",".10000","1154866","4026","88.8999999994412",".10000","143921","1645","11.0999999999767",".10000","510526","2953","39.2999999998137",".20000","127387","1551","9.79999999993015",".10000","215596","1995","16.5999999998603",".10000","1254423","155785","1709","12.3999999999069",".10000","69753","2890","5.39999999996508",".20000","95874","1801","7.39999771118164",".10000","40427","","1121250","139219","2428","12.3999938964844",".20000","906018","3712","69.7999999998137",".20000","882349","725382","3982","82.1999999992549",".20000","202532","1937","15.5999999999767",".10000"
"54","West VA","1949644","548236","2771","28.1",".10000","522928","2731","95.3999999994412",".10000","25308","698","4.59999999997672",".10000","181268","1790","33.0999999996275",".30000","26750","717","4.89999999996508",".10000","62924","1089","11.5",".20000","547496","53585","1008","9.79999999993015",".20000","6047","857","1.09999999999127",".20000","11868","639","2.19999885559082",".10000","36527","","508972","90221","1942","17.6999969482422",".40000","322838","2291","58.8999999999069",".30000","313293","283178","2534","90.3999999994412",".30000","125401","1512","22.8999999999069",".30000"
"55","Wisconsin","4705767","1391401","4005","29.6",".10000","1294086","3919","93",".10000","97315","1249","7",".10000","605818","2940","43.5",".20000","109670","1324","7.89999999996508",".10000","207590","1802","14.8999999999069",".10000","1389508","128917","1433","9.29999999993015",".10000","28237","1849","2",".10000","58377","1325","4.19999694824219",".10000","37843","","1235697","134779","2396","10.8999938964844",".20000","998529","3589","71.7999999998137",".20000","975389","798267","3594","81.7999999998137",".20000","303319","2155","21.7999999998137",".10000"
"56","Wyoming","469557","157306","1428","33.5",".30000","143913","1394","91.5",".30000","13393","503","8.5",".30000","48994","925","31.0999999998603",".50000","13604","507","8.59999999997672",".30000","23633","661","15",".40000","154159","19436","602","12.5999999999767",".40000","3240","626","2.09999999997672",".40000","10276","590","6.5",".40000","45271","","140606","11362","697","8.09999847412109",".50000","114318","1298","72.6999999992549",".50000","111683","94773","1416","84.8999999994412",".60000","18610","590","11.7999999999302",".40000"
