"fips","name","population","population18To34","population18To34_me","population18To34_p","population18To34_pme","white","white_me","white_p","white_pme","minority","minority_me","minority_p","minority_pme","neverMarried","neverMarried_me","neverMarried_p","neverMarried_pme","liveAlone","liveAlone_me","liveAlone_p","liveAlone_pme","educationBachelor","educationBachelor_me","educationBachelor_p","educationBachelor_pme","civilian","veteran","veteran_me","veteran_p","veteran_pme","foreignBorn","foreignBorn_me","foreignBorn_p","foreignBorn_pme","otherLanguage","otherLanguage_me","otherLanguage_p","otherLanguage_pme","medianEarnings","medianEarnings_me","povertyUniverse","poverty","poverty_me","poverty_p","poverty_pme","employed","employed_me","employed_p","employed_pme","commuter","droveToWork","droveToWork_me","droveToWork_p","droveToWork_pme","liveWithParent","liveWithParent_me","liveWithParent_p","liveWithParent_pme"
"13","Georgia","6478216","1906415","5120","29.4",".10000","1294202","4492","67.8999999994412",".10000","612213","3286","32.0999999996275",".10000","847828","3789","44.5",".20000","132965","1726","7",".10000","308754","2593","16.1999999999534",".10000","1850567","129783","1705","7",".10000","71006","1755","3.69999999998254",".10000","116637","1992","6.1",".10000","34387","","1806478","253556","2905","14",".20000","1352736","4566","71",".10000","1383504","1253565","5178","90.5999999996275",".10000","439621","3061","23.0999999998603",".10000"
"15","Hawaii","1108229","321650","2109","29",".20000","111803","1399","34.7999999998137",".40000","209847","1821","65.1999999992549",".40000","163965","1650","51",".40000","14720","576","4.59999999997672",".20000","53326","1077","16.5999999998603",".30000","278881","24010","733","8.59999999997672",".30000","50087","1448","15.5999999999767",".40000","67184","1479","20.9",".40000","33934","","296023","25307","925","8.5",".30000","213630","1833","66.3999999994412",".40000","249775","196024","2069","78.5",".40000","90027","1375","28",".40000"
"16","Idaho","1006749","251707","1598","25",".20000","225933","1540","89.7999999998137",".20000","25774","583","10.1999999999534",".20000","92840","1068","36.8999999999069",".40000","17596","532","7",".20000","28075","668","11.1999999999534",".30000","247610","17578","580","7.09999999997672",".20000","11699","633","4.59999999997672",".20000","21659","750","8.6",".30000","30934","","241992","41657","1029","17.1999999999534",".40000","178636","1410","71",".30000","179449","156361","1604","87.0999999996275",".30000","41801","810","16.5999999998603",".30000"
"17","Illinois","11430602","3192167","5579","27.9",".00000","2300432","4986","72.0999999996275",".10000","891735","3335","27.8999999999069",".10000","1630710","4349","51.0999999996275",".10000","248546","1995","7.79999999998836",".10000","633361","3130","19.7999999998137",".10000","3164901","149239","1694","4.69999999995343",".10000","323523","3300","10.0999999999767",".10000","492931","3537","15.4",".10000","39096","","3056896","397316","3189","13",".10000","2294857","4982","71.8999999994412",".10000","2277845","1822180","5463","80",".10000","876302","3640","27.5",".10000"
"18","Indiana","5544159","1517117","3861","27.4",".10000","1346282","3714","88.6999999992549",".10000","170835","1497","11.2999999999302",".10000","661234","2807","43.5999999996275",".10000","104764","1297","6.89999999996508",".10000","209483","1817","13.7999999999302",".10000","1510954","99566","1380","6.59999999997672",".10000","27805","979","1.79999999998836",".10000","79361","1440","5.2",".10000","34112","","1427817","179242","2145","12.5999999999767",".10000","1108478","3464","73.0999999996275",".10000","1093298","996661","3991","91.1999999992549",".10000","351383","2321","23.1999999999534",".10000"
"19","Iowa","2776755","711604","2676","25.6",".10000","674328","2628","94.7999999998137",".10000","37276","705","5.19999999995343",".10000","316437","1948","44.5",".20000","57402","959","8.09999999997672",".10000","107395","1300","15.0999999999767",".20000","710142","41188","889","5.79999999998836",".10000","16227","748","2.29999999998836",".10000","32004","916","4.5",".10000","32134","","662851","99158","1592","15",".20000","547244","2438","76.8999999994412",".20000","539847","465771","2748","86.2999999998137",".20000","129833","1423","18.1999999999534",".20000"
"20","Kansas","2477574","666035","2567","26.9",".10000","572005","2440","85.8999999994412",".20000","94030","1106","14.0999999999767",".20000","269956","1804","40.5",".20000","57890","962","8.69999999995343",".10000","117847","1356","17.6999999999534",".20000","647641","42007","897","6.5",".10000","26609","955","4",".10000","46757","1103","7.0",".20000","33504","","623027","88519","1505","14.1999999999534",".20000","484134","2296","72.6999999992549",".20000","494713","446701","2671","90.2999999998137",".20000","113269","1330","17",".20000"
"21","Kentucky","3685296","1008191","3148","27.4",".10000","914715","3050","90.6999999992549",".10000","93476","1110","9.29999999993015",".10000","392520","2178","38.8999999999069",".20000","58666","972","5.79999999998836",".10000","116126","1357","11.5",".10000","984092","58096","1055","5.89999999996508",".10000","11597","633","1.19999999999709",".10000","30847","901","3.1",".10000","30177","","952710","185129","2159","19.3999999999069",".20000","671418","2726","66.5999999996275",".20000","684555","621819","3173","90.7999999998137",".20000","241575","1922","24",".20000"
"22","Louisiana","4219973","1164475","4053","27.6",".10000","751392","3469","64.5",".20000","413083","2695","35.5",".20000","538231","3025","46.1999999997206",".20000","75847","1305","6.5",".10000","143714","1782","12.2999999999302",".10000","1139830","65202","1212","5.69999999995343",".10000","29778","1139","2.59999999997672",".10000","87299","1721","7.5",".10000","30847","","1106275","260660","2910","23.5999999998603",".20000","709098","3390","60.8999999999069",".20000","721566","648493","3815","89.8999999994412",".20000","315279","2583","27.0999999998603",".20000"
"23","Maine","1227928","328959","1805","26.8",".10000","320157","1790","97.2999999998137",".10000","8802","344","2.69999999998254",".10000","143139","1308","43.5",".30000","19722","564","6",".20000","46392","855","14.0999999999767",".20000","319833","26136","706","8.19999999995343",".20000","7116","495","2.19999999998254",".20000","21691","752","6.6",".20000","34823","","308481","34472","943","11.1999999999534",".30000","233392","1599","70.8999999994412",".30000","237289","209318","1839","88.1999999992549",".30000","64489","1000","19.5999999998603",".30000"
"24","Maryland","4781468","1401845","4394","29.3",".10000","930113","3821","66.2999999998137",".20000","471732","2878","33.6999999997206",".20000","727521","3467","51.8999999999069",".20000","89916","1420","6.39999999996508",".10000","308505","2569","22",".20000","1369552","97529","1478","7.09999999997672",".10000","107768","2149","7.69999999995343",".10000","138926","2162","9.9",".10000","40379","","1340238","118896","2004","8.89999999990687",".10000","1059238","4008","75.5999999996275",".20000","1070832","889971","4383","83.0999999996275",".20000","373813","2807","26.6999999999534",".20000"
"25","Massachusetts","6016425","1808361","4964","30.1",".10000","1549939","4735","85.6999999992549",".10000","258422","2195","14.2999999999302",".10000","1058027","4122","58.5",".20000","117039","1620","6.5",".10000","472151","3154","26.0999999998603",".20000","1796656","90950","1431","5.09999999997672",".10000","184334","2799","10.1999999999534",".10000","267493","2975","14.8",".20000","44924","","1689966","162053","2337","9.59999999997672",".10000","1321078","4482","73.0999999996275",".10000","1303725","1035922","4769","79.5",".20000","524235","3308","29",".20000"
"26","Michigan","9295297","2574308","5018","27.7",".10000","2093042","4684","81.2999999998137",".10000","481266","2485","18.6999999999534",".10000","1289549","3876","50.0999999996275",".10000","172471","1665","6.69999999995343",".10000","372848","2421","14.5",".10000","2564119","139110","1634","5.39999999996508",".10000","82603","1684","3.19999999998254",".10000","153628","2002","6.0",".10000","38358","","2466268","371371","3075","15.0999999999767",".10000","1782757","4415","69.2999999998137",".10000","1751522","1597844","5077","91.1999999992549",".10000","680137","3212","26.3999999999069",".10000"
"27","Minnesota","4375099","1220952","3451","27.9",".10000","1134557","3372","92.8999999994412",".10000","86395","1070","7.09999999997672",".10000","587348","2623","48.0999999996275",".20000","99618","1262","8.19999999995343",".10000","239724","1926","19.5999999998603",".10000","1219096","71734","1172","5.89999999996508",".10000","36676","1122","3",".10000","62671","1280","5.1",".10000","37605","","1172123","142172","1910","12.0999999999767",".20000","964111","3189","79",".10000","949287","813135","3591","85.6999999992549",".20000","233859","1904","19.1999999999534",".10000"
"28","Mississippi","2573216","690602","2615","26.8",".10000","422939","2187","61.1999999997206",".20000","267663","1801","38.7999999998137",".20000","318918","1944","46.1999999997206",".20000","36325","766","5.29999999998836",".10000","79531","1123","11.5",".20000","677709","42267","900","6.19999999995343",".10000","7149","497","1",".10000","23198","781","3.4",".10000","28247","","648584","158173","1984","24.3999999999069",".30000","435117","2212","63",".20000","439990","410312","2592","93.2999999998137",".20000","192822","1709","27.8999999999069",".20000"
"29","Missouri","5117073","1366226","3681","26.7",".10000","1166458","3491","85.3999999994412",".10000","199768","1612","14.5999999999767",".10000","593944","2665","43.5",".20000","108987","1321","8",".10000","225881","1880","16.5",".10000","1354006","88840","1304","6.59999999997672",".10000","26258","951","1.89999999999418",".10000","58027","1233","4.2",".10000","33453","","1299470","189662","2201","14.5999999999767",".20000","996000","3294","72.8999999994412",".10000","991079","901919","3805","91",".10000","310005","2184","22.6999999999534",".10000"
"30","Montana","799065","192340","1406","24.1",".20000","173118","1355","90",".30000","19222","504","10",".30000","78258","977","40.6999999997206",".40000","17569","530","9.09999999997672",".30000","27254","656","14.1999999999534",".30000","188640","13432","507","7.09999999997672",".30000","3171","331","1.59999999999127",".20000","9861","508","5.1",".30000","29633","","183508","37103","969","20.1999999999534",".50000","132348","1222","68.7999999998137",".40000","133377","112387","1372","84.2999999998137",".40000","31621","705","16.3999999999069",".30000"
"31","Nebraska","1578385","412942","2031","26.2",".10000","376001","1969","91.0999999996275",".20000","36941","699","8.89999999990687",".20000","181140","1473","43.8999999999069",".30000","38923","788","9.39999999990687",".20000","69695","1044","16.8999999999069",".20000","404599","27349","724","6.79999999998836",".20000","9399","569","2.29999999998836",".10000","20191","727","4.9",".20000","30979","","391707","53198","1168","13.5999999999767",".30000","321087","1860","77.7999999998137",".20000","324856","288812","2144","88.8999999994412",".20000","73963","1074","17.8999999999069",".20000"
"32","Nevada","1201833","341035","2182","28.4",".20000","255013","1978","74.7999999998137",".30000","86022","1247","25.1999999999534",".30000","143115","1567","42",".40000","27510","784","8.09999999997672",".20000","35510","888","10.3999999999069",".20000","333282","28249","794","8.5",".20000","37338","1259","10.8999999999069",".40000","51723","1309","15.2",".40000","35909","","331797","38092","1130","11.5",".30000","255760","1981","75",".30000","257976","227860","2213","88.2999999998137",".30000","61007","1151","17.8999999999069",".30000"
"33","New Hampshire","1109252","322050","1758","29",".20000","310985","1740","96.5999999996275",".10000","11065","385","3.39999999999418",".10000","144060","1302","44.6999999997206",".30000","20941","580","6.5",".20000","63479","990","19.6999999999534",".30000","318956","23230","666","7.29999999998836",".20000","10427","598","3.19999999998254",".20000","20201","725","6.3",".20000","40663","","302207","21360","745","7.09999999997672",".20000","246390","1610","76.5",".30000","244042","220755","1856","90.5",".30000","64314","996","20",".30000"
"34","New Jersey","7730188","2131558","5484","27.6",".10000","1495451","4848","70.1999999992549",".10000","636107","3372","29.7999999998137",".10000","1162434","4387","54.5",".20000","121246","1652","5.69999999995343",".10000","497441","3262","23.2999999998137",".10000","2114420","92220","1443","4.39999999996508",".10000","282868","3456","13.2999999999302",".20000","430528","3753","20.2",".20000","45675","","2051351","154007","2287","7.5",".10000","1565629","4932","73.3999999994412",".10000","1549379","1277827","5318","82.5",".20000","727579","3882","34.0999999996275",".20000"
"35","New Mexico","1515069","406015","2005","26.8",".10000","187923","1492","46.2999999998137",".30000","218092","1589","53.6999999997206",".30000","176444","1452","43.5",".30000","28126","672","6.89999999996508",".20000","51076","899","12.5999999999767",".20000","395353","29488","751","7.5",".20000","28266","980","7",".20000","152964","1910","37.7",".40000","30279","","390829","88245","1485","22.5999999998603",".30000","263794","1717","65",".30000","270238","242969","1994","89.8999999994412",".30000","91482","1186","22.5",".30000"
"36","New York","17990455","5064645","8420","28.2",".00000","3336221","7276","65.8999999994412",".10000","1728424","5517","34.0999999996275",".10000","2882496","6867","56.8999999999069",".10000","358809","2836","7.09999999997672",".10000","1097441","4854","21.6999999999534",".10000","5034092","217514","2217","4.29999999998836",".00000","867811","6017","17.0999999998603",".10000","1212955","6259","23.9",".10000","41534","","4808679","656392","4680","13.6999999999534",".10000","3424740","7350","67.5999999996275",".10000","3372788","2104272","7020","62.3999999999069",".10000","1611053","5791","31.7999999998137",".10000"
"37","North Carolina","6628637","1918879","4295","28.9",".10000","1405395","3871","73.1999999992549",".10000","513484","2532","26.7999999998137",".10000","862779","3187","45",".10000","138467","1490","7.19999999995343",".10000","289716","2130","15.0999999999767",".10000","1820120","116481","1493","6.39999999996508",".10000","45553","1252","2.39999999999418",".10000","96042","1584","5.0",".10000","30912","","1772154","221912","2385","12.5",".10000","1368081","3833","71.2999999998137",".10000","1442131","1320430","4539","91.5999999996275",".10000","430301","2567","22.3999999999069",".10000"
"38","North Dakota","638800","171579","1303","26.9",".20000","159888","1274","93.1999999992549",".20000","11691","394","6.79999999998836",".20000","77153","958","45",".40000","17105","522","10",".30000","27625","658","16.0999999998603",".40000","163971","12236","484","7.5",".30000","3233","334","1.89999999999418",".20000","7535","444","4.4",".30000","29067","","158326","27146","830","17.0999999998603",".50000","122956","1159","71.6999999992549",".40000","128919","110291","1333","85.5999999996275",".40000","27090","652","15.7999999999302",".40000"
"39","Ohio","10847115","2923727","5375","27",".00000","2522631","5118","86.2999999998137",".10000","401096","2286","13.6999999999534",".10000","1351572","4001","46.1999999997206",".10000","216880","1865","7.39999999996508",".10000","434807","2614","14.8999999999069",".10000","2912184","177405","1844","6.09999999997672",".10000","60337","1442","2.09999999997672",".00000","155246","2014","5.3",".10000","36185","","2800392","405941","3219","14.5",".10000","2071089","4761","70.7999999998137",".10000","2037964","1846212","5463","90.5999999996275",".10000","747258","3375","25.5999999998603",".10000"
"40","Oklahoma","3145585","827979","2873","26.3",".10000","650374","2642","78.5",".20000","177605","1506","21.5",".20000","306981","1936","37.0999999996275",".20000","65851","1027","8",".10000","116219","1354","14",".20000","806106","54352","1020","6.69999999995343",".10000","28023","981","3.39999999999418",".10000","51718","1161","6.2",".10000","31398","","782410","146789","1926","18.7999999998137",".20000","557429","2491","67.2999999998137",".20000","569787","524717","2919","92.0999999996275",".20000","156680","1561","18.8999999999069",".20000"
"41","Oregon","2842321","717916","2694","25.3",".10000","629960","2576","87.6999999992549",".10000","87956","1074","12.2999999999302",".10000","317985","1955","44.2999999998137",".20000","58318","967","8.09999999997672",".10000","105457","1289","14.6999999999534",".20000","715693","53763","1014","7.5",".10000","49825","1302","6.89999999996508",".20000","69992","1346","9.7",".20000","34556","","690284","115160","1712","16.6999999999534",".20000","517415","2393","72.0999999996275",".20000","508362","430481","2668","84.6999999992549",".20000","127475","1412","17.7999999998137",".20000"
"42","Pennsylvania","11881643","3129937","5585","26.3",".00000","2700170","5313","86.2999999998137",".10000","429767","2367","13.6999999999534",".10000","1613730","4344","51.5999999996275",".10000","210700","1841","6.69999999995343",".10000","546318","2921","17.5",".10000","3117464","176167","1839","5.69999999995343",".10000","90390","1763","2.89999999999418",".10000","209510","2336","6.7",".10000","37008","","2958079","366083","3067","12.3999999999069",".10000","2219711","4942","70.8999999994412",".10000","2188696","1810782","5468","82.6999999992549",".10000","929901","3746","29.6999999999534",".10000"
"44","Rhode Island","1003464","292726","2010","29.2",".20000","255973","1927","87.3999999994412",".30000","36753","831","12.5999999999767",".30000","157505","1608","53.7999999998137",".40000","18052","637","6.19999999995343",".20000","56199","1101","19.1999999999534",".30000","287487","17534","628","6.09999999997672",".20000","30888","1146","10.5999999999767",".40000","43187","1196","14.8",".40000","38548","","268893","26990","954","10",".30000","211021","1802","72.0999999996275",".40000","210684","186037","2005","88.2999999998137",".40000","81604","1309","27.8999999999069",".40000"
"45","South Carolina","3486703","993599","3720","28.5",".10000","672848","3253","67.6999999992549",".20000","320751","2382","32.2999999998137",".20000","453379","2772","45.5999999996275",".20000","58033","1142","5.79999999998836",".10000","135216","1724","13.5999999999767",".20000","944148","72451","1274","7.69999999995343",".10000","16938","860","1.69999999999709",".10000","43563","1221","4.4",".10000","30790","","915450","131447","2093","14.3999999999069",".20000","683501","3272","68.7999999998137",".20000","720186","652720","3751","90.5999999996275",".20000","250123","2304","25.1999999999534",".20000"
"46","South Dakota","696004","176578","1335","25.4",".20000","159369","1289","90.2999999998137",".30000","17209","477","9.69999999995343",".30000","74850","951","42.3999999999069",".40000","15400","497","8.69999999995343",".30000","26288","644","14.8999999999069",".30000","171754","13677","511","8",".30000","2230","277","1.29999999998836",".20000","10080","513","5.7",".30000","28574","","164239","29639","867","18",".50000","131875","1203","74.6999999992549",".40000","135025","115144","1368","85.2999999998137",".40000","28834","673","16.2999999998137",".40000"
"47","Tennessee","4877185","1339921","3626","27.5",".10000","1082836","3376","80.7999999998137",".10000","257085","1815","19.1999999999534",".10000","557417","2585","41.5999999996275",".20000","92140","1217","6.89999999996508",".10000","183713","1701","13.6999999999534",".10000","1318862","79896","1237","6.09999999997672",".10000","20678","845","1.5",".10000","48282","1126","3.6",".10000","30885","","1269436","193793","2221","15.2999999999302",".20000","947203","3214","70.6999999992549",".10000","951349","885450","3758","93.0999999996275",".10000","327220","2236","24.3999999999069",".20000"
"48","Texas","16986510","4959248","8271","29.2",".00000","2843135","6791","57.2999999998137",".10000","2116113","6008","42.6999999997206",".10000","2055080","5933","41.3999999999069",".10000","419862","3060","8.5",".10000","780458","4126","15.6999999999534",".10000","4860259","270715","2468","5.59999999997672",".00000","629921","5157","12.6999999999534",".10000","1412788","6698","28.5",".10000","34235","","4752881","888373","5400","18.6999999999534",".10000","3400692","7280","68.5999999996275",".10000","3430943","3112992","8211","90.6999999992549",".10000","1074760","4798","21.6999999999534",".10000"
"49","Utah","1722850","473454","2155","27.5",".10000","424520","2081","89.6999999992549",".20000","48934","802","10.2999999999302",".20000","184346","1492","38.8999999999069",".30000","24669","631","5.19999999995343",".10000","65817","1018","13.8999999999069",".20000","468889","22889","663","4.89999999996508",".10000","21946","866","4.59999999997672",".20000","45879","1088","9.7",".20000","33899","","459046","71517","1348","15.5999999999767",".30000","341605","1925","72.1999999992549",".20000","340992","302331","2204","88.6999999992549",".20000","95604","1216","20.1999999999534",".20000"
"50","Vermont","562758","157813","1240","28",".20000","153651","1229","97.3999999994412",".10000","4162","236","2.59999999997672",".10000","78551","956","49.7999999998137",".50000","10422","409","6.59999999997672",".30000","27723","657","17.5999999998603",".40000","157566","11669","472","7.39999999996508",".30000","3629","353","2.29999999998836",".20000","7718","449","4.9",".30000","35064","","143829","17207","665","12",".40000","116885","1119","74.0999999996275",".40000","114323","96635","1249","84.5",".50000","26391","642","16.6999999999534",".40000"
"51","Virginia","6187358","1856303","5032","30",".10000","1370226","4559","73.7999999998137",".10000","486077","2954","26.1999999999534",".10000","881441","3838","47.5",".20000","124590","1671","6.69999999995343",".10000","374220","2835","20.1999999999534",".10000","1735379","130864","1711","7.5",".10000","118306","2255","6.39999999996508",".10000","164247","2353","8.8",".10000","36450","","1718128","188506","2516","11",".10000","1295301","4467","69.7999999998137",".10000","1393841","1204453","5072","86.3999999994412",".10000","393392","2902","21.1999999999534",".10000"
"53","Washington","4866692","1343283","3627","27.6",".10000","1133201","3430","84.3999999994412",".10000","210082","1649","15.5999999999767",".10000","604206","2676","45",".20000","115130","1357","8.59999999997672",".10000","229722","1893","17.0999999998603",".10000","1300469","104321","1410","8",".10000","101377","1854","7.5",".10000","138136","1887","10.3",".10000","37835","","1284857","175925","2121","13.6999999999534",".20000","956448","3225","71.1999999992549",".10000","978953","830319","3663","84.7999999998137",".20000","231888","1901","17.2999999998137",".10000"
"54","West VA","1793477","440552","2121","24.6",".10000","420835","2088","95.5",".10000","19717","514","4.5",".10000","179918","1480","40.7999999998137",".30000","24092","624","5.5",".10000","45930","856","10.3999999999069",".20000","439553","24163","681","5.5",".20000","3821","363","0.899999999994179",".10000","12191","567","2.8",".10000","29883","","422021","97996","1567","23.1999999999534",".30000","263794","1745","59.8999999999069",".30000","259606","235905","1998","90.8999999994412",".20000","116568","1336","26.5",".30000"
"55","Wisconsin","4891769","1331918","3621","27.2",".10000","1202196","3503","90.2999999998137",".10000","129722","1307","9.69999999995343",".10000","649994","2762","48.7999999998137",".20000","96970","1247","7.29999999998836",".10000","199041","1768","14.8999999999069",".10000","1329153","76914","1214","5.79999999998836",".10000","31531","1042","2.39999999999418",".10000","70417","1357","5.3",".10000","34850","","1270082","169396","2082","13.2999999999302",".20000","1028661","3315","77.1999999992549",".10000","1012293","869561","3732","85.8999999994412",".20000","296515","2135","22.2999999998137",".10000"
"56","Wyoming","453588","116200","1081","25.6",".20000","103982","1041","89.5",".30000","12218","401","10.5",".30000","43102","726","37.0999999996275",".50000","10596","412","9.09999999997672",".30000","15806","500","13.5999999999767",".40000","113304","7493","379","6.59999999997672",".30000","2548","296","2.19999999998254",".30000","6893","424","5.9",".40000","33459","","110603","17428","667","15.7999999999302",".60000","80357","946","69.1999999992549",".50000","82017","72090","1087","87.8999999994412",".50000","17813","529","15.2999999999302",".40000"
